symbol,date,return,direction,move_type,avg_volume_5d,move_volume,volume_surge_pct,consecutive_increases,volume_trend_pct,avg_return_5d,volume_pattern
CRDU,2025-12-17,-11.13,DOWN,2_day,514020,642000,24.9,2,-38.2,-5.82,NORMAL
IONL,2025-12-22,22.16,UP,single_day,293720,366500,24.8,1,-3.7,2.88,NORMAL
NVTX,2025-12-17,-10.85,DOWN,single_day,97940,122000,24.6,1,-17.3,-7.47,NORMAL
CWEB,2026-01-05,14.06,UP,2_day,314680,392100,24.6,4,157.7,1.2,BUILDING_MOMENTUM
BMNU,2025-12-18,-18.51,DOWN,2_day,43681000,54327000,24.4,3,34.9,-12.98,BUILDING_MOMENTUM
PTIR,2025-12-17,-11.02,DOWN,single_day,2970880,3685600,24.1,2,-19.5,-0.05,NORMAL
MSTX,2025-12-15,-16.26,DOWN,single_day,39577780,49062700,24.0,2,0.3,-2.13,NORMAL
APPX,2025-12-18,11.36,UP,single_day,323360,400600,23.9,1,-27.9,-4.26,NORMAL
CIFU,2025-12-12,-18.64,DOWN,single_day,206860,256200,23.9,2,-9.5,-1.31,NORMAL
ETHU,2025-12-18,-11.2,DOWN,2_day,7717240,9564400,23.9,3,16.2,-6.63,NORMAL
WULX,2026-01-07,-16.56,DOWN,2_day,141040,174500,23.7,4,78.7,7.73,BUILDING_MOMENTUM
AVGX,2025-12-15,-11.02,DOWN,single_day,2025640,2506200,23.7,2,229.8,-5.12,STEADY_INCREASE
ETHT,2025-12-09,12.25,UP,single_day,1850440,2288400,23.7,3,9.2,2.6,NORMAL
DFEN,2025-12-19,13.5,UP,2_day,190280,235200,23.6,2,-0.0,-0.37,NORMAL
IREX,2025-12-10,-12.48,DOWN,single_day,859540,1061300,23.5,1,-22.8,3.25,NORMAL
IRE,2025-12-11,-12.59,DOWN,2_day,10311720,12738700,23.5,2,-0.9,-2.71,NORMAL
RGTX,2025-12-29,-18.5,DOWN,2_day,3146080,3879400,23.3,2,-5.9,-2.4,NORMAL
CRWG,2026-01-12,24.11,UP,single_day,24103960,29644172,23.0,2,-28.3,2.18,NORMAL
IONL,2025-12-16,15.49,UP,single_day,237100,291200,22.8,2,9.6,-8.14,NORMAL
IONX,2026-01-05,16.5,UP,2_day,2518920,3092100,22.8,1,-54.2,0.65,NORMAL
APLX,2026-01-06,14.99,UP,2_day,431840,528800,22.5,2,82.2,10.49,STEADY_INCREASE
SMCX,2025-12-17,-11.41,DOWN,single_day,2024440,2479500,22.5,2,0.4,-4.89,NORMAL
AGQ,2025-12-31,-14.84,DOWN,single_day,8014340,9748000,21.6,2,114.9,3.23,STEADY_INCREASE
RKLX,2026-01-05,24.48,UP,2_day,2303660,2801300,21.6,2,28.9,3.8,NORMAL
LABX,2025-12-22,34.81,UP,2_day,785700,954600,21.5,2,17.2,7.15,NORMAL
MULL,2026-01-05,18.56,UP,2_day,265240,321000,21.0,3,31.5,5.25,BUILDING_MOMENTUM
SMU,2026-01-09,10.11,UP,2_day,3336520,4034500,20.9,2,-6.6,9.74,NORMAL
SMCX,2025-12-19,11.77,UP,single_day,2201860,2657300,20.7,1,-14.7,-4.81,NORMAL
MSOX,2025-12-16,37.48,UP,single_day,4519800,5448300,20.5,2,1051.9,23.33,STEADY_INCREASE
CLSX,2025-12-18,-11.5,DOWN,2_day,930260,1120400,20.4,3,52.9,-12.06,BUILDING_MOMENTUM
QUBX,2025-12-18,-17.34,DOWN,2_day,244200,293400,20.1,3,50.0,-10.79,BUILDING_MOMENTUM
OKLL,2026-01-07,18.48,UP,2_day,3324700,3990500,20.0,3,219.3,15.02,BUILDING_MOMENTUM
APPX,2025-12-19,20.03,UP,2_day,330520,395600,19.7,1,-13.5,1.83,NORMAL
ETU,2026-01-02,10.12,UP,single_day,96640,115700,19.7,2,93.3,0.46,STEADY_INCREASE
HOOW,2026-01-05,10.78,UP,2_day,341740,408900,19.7,2,27.9,-0.85,NORMAL
APLX,2026-01-09,35.44,UP,single_day,768160,919100,19.6,2,40.0,6.52,STEADY_INCREASE
RIOX,2025-12-15,-20.87,DOWN,single_day,357920,427200,19.4,2,37.6,1.01,STEADY_INCREASE
BMNU,2025-12-12,-18.79,DOWN,single_day,35284840,42050600,19.2,1,12.8,6.13,NORMAL
QBTX,2025-12-26,-15.93,DOWN,single_day,1626380,1933800,18.9,2,45.0,6.18,STEADY_INCREASE
CRWG,2025-12-22,51.1,UP,2_day,22154700,26317100,18.8,3,43.3,8.21,BUILDING_MOMENTUM
RKLX,2025-12-05,18.85,UP,2_day,913440,1085400,18.8,3,88.6,8.19,BUILDING_MOMENTUM
NBIG,2025-12-12,-14.32,DOWN,single_day,272360,322700,18.5,1,9.5,-1.95,NORMAL
RGTU,2025-12-29,-18.08,DOWN,2_day,430200,509300,18.4,2,-28.5,-2.26,NORMAL
IRE,2025-12-10,-12.08,DOWN,single_day,11140020,13107300,17.7,1,-36.5,3.09,NORMAL
BAIG,2025-12-15,-13.12,DOWN,single_day,436400,512100,17.3,2,-0.5,-1.48,NORMAL
TSLR,2025-12-16,13.5,UP,2_day,1218840,1429000,17.2,3,121.8,3.24,BUILDING_MOMENTUM
ETHT,2026-01-05,18.44,UP,2_day,1249880,1458700,16.7,2,20.3,3.15,NORMAL
XXRP,2025-12-05,-14.72,DOWN,2_day,1454420,1696100,16.6,2,-10.6,-1.36,NORMAL
CIFU,2025-12-10,-11.0,DOWN,single_day,214920,250300,16.5,2,-8.1,2.63,NORMAL
ETHT,2025-12-12,-16.37,DOWN,2_day,1913860,2226800,16.4,1,6.5,3.35,NORMAL
CONL,2025-12-15,-12.76,DOWN,single_day,5227340,6078800,16.3,2,0.9,-1.28,NORMAL
ETHU,2025-12-09,12.18,UP,single_day,7459980,8665800,16.2,2,-10.3,2.69,NORMAL
NBIG,2025-12-16,-15.07,DOWN,2_day,322000,374200,16.2,2,20.3,-8.36,NORMAL
CRCA,2025-12-12,-11.74,DOWN,single_day,8761380,10171100,16.1,2,-16.6,1.73,NORMAL
OPEX,2025-12-18,-12.97,DOWN,2_day,229260,266000,16.0,2,-5.6,-6.76,NORMAL
CONL,2025-12-18,-10.45,DOWN,2_day,5066840,5875000,15.9,2,-7.0,-4.74,NORMAL
MSTX,2025-12-09,10.75,UP,2_day,44226720,51199100,15.8,1,-34.0,0.62,NORMAL
NVDU,2025-12-19,11.78,UP,2_day,510200,590700,15.8,1,-7.9,-0.31,NORMAL
BMNG,2025-12-19,21.85,UP,single_day,5444960,6307700,15.8,3,7.8,-9.95,NORMAL
XRPT,2025-12-05,-15.74,DOWN,2_day,2360800,2726200,15.5,2,-10.9,-1.45,NORMAL
ASTX,2025-12-10,16.72,UP,single_day,1455580,1678700,15.3,1,-12.8,9.2,NORMAL
ETHU,2025-12-15,-18.08,DOWN,2_day,7332860,8452000,15.3,2,7.0,-0.8,NORMAL
RGTX,2026-01-02,12.76,UP,single_day,2740680,3158400,15.2,2,-16.4,-5.07,NORMAL
XXRP,2026-01-02,16.67,UP,single_day,1379760,1586500,15.0,3,-3.4,-0.63,NORMAL
PLTU,2025-12-17,-11.08,DOWN,single_day,1338220,1537200,14.9,2,-28.6,-0.07,NORMAL
IONL,2026-01-05,16.87,UP,2_day,289780,333100,14.9,1,-32.5,0.9,NORMAL
BEX,2025-12-08,-12.45,DOWN,single_day,710280,815400,14.8,1,-20.6,9.88,NORMAL
QPUX,2026-01-05,13.62,UP,single_day,344460,394700,14.6,2,-16.6,2.49,NORMAL
IONL,2025-12-29,-18.39,DOWN,2_day,289440,331300,14.5,2,-5.0,-2.21,NORMAL
RGTX,2025-12-26,-17.78,DOWN,single_day,3008480,3445500,14.5,1,45.7,3.98,STEADY_INCREASE
JOBX,2025-12-29,-10.38,DOWN,2_day,157200,179900,14.4,3,10.1,-1.09,NORMAL
CRWG,2025-12-16,-22.52,DOWN,2_day,16623100,18961800,14.1,3,8.4,-10.93,NORMAL
PXIU,2025-12-12,-13.04,DOWN,single_day,158540,180800,14.0,2,22.8,-4.58,NORMAL
CRDU,2025-12-22,17.99,UP,2_day,427080,486200,13.8,3,63.0,3.05,BUILDING_MOMENTUM
SMU,2025-12-08,-11.66,DOWN,2_day,1383852,1572900,13.7,2,94.0,8.93,STEADY_INCREASE
HIMZ,2026-01-06,12.09,UP,2_day,3160120,3588400,13.6,3,27.6,0.95,BUILDING_MOMENTUM
RKLX,2025-12-18,22.3,UP,single_day,2478360,2813600,13.5,1,-17.6,-7.98,NORMAL
TSLR,2025-12-29,-10.51,DOWN,2_day,1216420,1381000,13.5,1,-35.4,-0.63,NORMAL
NEBX,2026-01-05,22.87,UP,2_day,542760,614200,13.2,3,14.9,1.4,NORMAL
TEMT,2025-12-22,12.28,UP,2_day,363640,411500,13.2,2,52.2,-3.09,STEADY_INCREASE
WULX,2025-12-10,11.57,UP,2_day,180120,203400,12.9,1,-37.4,3.99,NORMAL
PXIU,2025-12-11,-11.28,DOWN,2_day,140100,158000,12.8,3,15.9,-7.56,NORMAL
BEX,2025-12-16,-15.47,DOWN,2_day,763080,860100,12.7,2,-25.9,-9.28,NORMAL
NBIG,2026-01-02,14.66,UP,single_day,323920,364900,12.7,2,68.6,-4.24,STEADY_INCREASE
PLTG,2026-01-06,14.26,UP,2_day,264600,297700,12.5,2,336.5,-2.84,STEADY_INCREASE
LCDL,2025-12-16,-16.2,DOWN,2_day,208460,234600,12.5,1,-34.9,-2.59,NORMAL
YINN,2026-01-05,12.7,UP,2_day,2068700,2325300,12.4,3,75.4,1.71,BUILDING_MOMENTUM
TEMT,2026-01-05,18.95,UP,2_day,505560,567400,12.2,1,-49.8,-0.26,NORMAL
IREX,2025-12-11,-12.42,DOWN,2_day,833080,933500,12.1,2,26.2,-2.71,NORMAL
DFEN,2026-01-12,12.3,UP,2_day,510560,572587,12.1,2,46.0,2.12,STEADY_INCREASE
CRWU,2025-12-15,-15.75,DOWN,single_day,1454180,1621100,11.5,2,24.3,-4.4,NORMAL
BMNU,2025-12-09,19.0,UP,single_day,38466600,42836000,11.4,1,-16.3,5.78,NORMAL
OKLL,2025-12-08,-12.84,DOWN,2_day,3070380,3421700,11.4,2,66.7,9.58,STEADY_INCREASE
PLTU,2026-01-06,14.03,UP,2_day,1238240,1378900,11.4,1,83.7,-2.76,STEADY_INCREASE
NUGT,2025-12-22,12.44,UP,2_day,653080,726800,11.3,2,-14.1,1.69,NORMAL
IONX,2025-12-16,15.1,UP,single_day,1705280,1898600,11.3,3,41.0,-8.12,BUILDING_MOMENTUM
QPUX,2025-12-17,-13.97,DOWN,single_day,211860,235600,11.2,2,46.3,-3.54,STEADY_INCREASE
RGTX,2025-12-23,-13.22,DOWN,single_day,2814380,3129600,11.2,2,29.1,6.15,NORMAL
CRDU,2025-12-19,17.43,UP,single_day,450520,499100,10.8,2,5.1,-1.92,NORMAL
RKLX,2025-12-16,-19.45,DOWN,2_day,2242840,2481800,10.7,3,81.9,2.33,BUILDING_MOMENTUM
CCUP,2026-01-07,-10.26,DOWN,2_day,571240,632000,10.6,2,153.5,2.99,STEADY_INCREASE
BULG,2026-01-05,20.37,UP,2_day,337620,372700,10.4,2,11.5,-0.05,NORMAL
BAIG,2026-01-07,-13.0,DOWN,single_day,531780,586600,10.3,4,92.3,7.85,BUILDING_MOMENTUM
SOLT,2025-12-05,-11.12,DOWN,single_day,9808100,10812700,10.2,2,-5.2,1.83,NORMAL
TSLL,2025-12-29,-10.56,DOWN,2_day,69042480,76073600,10.2,2,-27.2,-0.67,NORMAL
ETHU,2025-12-10,14.08,UP,2_day,7741480,8518600,10.0,2,-9.4,3.01,NORMAL
QBTX,2026-01-09,-13.0,DOWN,2_day,1874880,2061000,9.9,1,-21.6,2.11,NORMAL
RIOX,2026-01-05,34.33,UP,2_day,712440,783000,9.9,3,534.5,1.82,BUILDING_MOMENTUM
ORCX,2025-12-19,13.77,UP,single_day,7010080,7687600,9.7,1,-12.0,-2.62,NORMAL
CRDU,2025-12-09,-10.07,DOWN,single_day,510720,559000,9.5,1,-63.9,-2.3,NORMAL
SMU,2025-12-05,-13.21,DOWN,single_day,1274808,1395700,9.5,3,28.8,7.48,BUILDING_MOMENTUM
MSTX,2026-01-09,-11.38,DOWN,single_day,57864640,63198700,9.2,4,27.5,3.03,BUILDING_MOMENTUM
SMCX,2025-12-18,-14.44,DOWN,2_day,2240940,2446300,9.2,2,-31.1,-6.44,NORMAL
NBIG,2025-12-10,-12.74,DOWN,2_day,258200,282000,9.2,2,11.3,-1.2,NORMAL
BAIG,2025-12-12,-10.37,DOWN,single_day,434120,473800,9.1,2,-14.0,-0.88,NORMAL
PXIU,2025-12-31,-15.19,DOWN,2_day,197200,214900,9.0,1,-30.1,-2.6,NORMAL
AMDG,2025-12-19,12.27,UP,single_day,80020,87200,9.0,2,100.9,-2.3,STEADY_INCREASE
BOIL,2026-01-12,14.43,UP,single_day,14288780,15548492,8.8,2,12.6,-4.61,NORMAL
WULX,2026-01-12,10.75,UP,single_day,176100,191591,8.8,2,-10.0,-1.78,NORMAL
MULL,2026-01-07,16.68,UP,2_day,326880,354300,8.4,3,49.3,8.48,BUILDING_MOMENTUM
CRWG,2025-12-12,-20.3,DOWN,single_day,16539560,17927000,8.4,3,-3.2,-0.48,NORMAL
AMDG,2026-01-07,-10.09,DOWN,2_day,162700,176400,8.4,2,185.5,-0.35,STEADY_INCREASE
NEBX,2025-12-19,31.59,UP,single_day,1089360,1179400,8.3,2,19.7,-5.97,NORMAL
CIFU,2026-01-08,-12.24,DOWN,2_day,169000,183100,8.3,2,38.3,5.09,STEADY_INCREASE
NEBX,2025-12-10,-12.96,DOWN,2_day,869400,939900,8.1,2,-18.9,-1.28,NORMAL
MST,2025-12-15,-15.07,DOWN,single_day,356405,385000,8.0,0,-44.2,-1.36,NORMAL
NVDX,2025-12-22,11.07,UP,2_day,10308160,11102000,7.7,4,55.3,1.32,BUILDING_MOMENTUM
CWVX,2025-12-15,-15.78,DOWN,single_day,2002380,2150400,7.4,2,-10.4,-4.41,NORMAL
BEX,2025-12-19,21.48,UP,single_day,930100,996700,7.2,2,57.7,-8.04,STEADY_INCREASE
PTIR,2025-12-19,18.32,UP,2_day,2942900,3153400,7.2,2,21.7,0.67,NORMAL
KORU,2025-12-08,10.23,UP,2_day,55620,59600,7.2,3,36.8,2.94,BUILDING_MOMENTUM
CIFU,2026-01-02,19.22,UP,single_day,105520,113000,7.1,2,2.5,-4.63,NORMAL
BOIL,2026-01-02,-16.7,DOWN,2_day,8572280,9182000,7.1,4,42.5,-0.81,BUILDING_MOMENTUM
IRE,2026-01-09,10.72,UP,2_day,16821320,18004000,7.0,1,-22.8,3.81,NORMAL
RKLX,2026-01-07,14.38,UP,2_day,2814460,3006100,6.8,2,58.2,10.29,STEADY_INCREASE
CCUP,2025-12-15,-19.2,DOWN,single_day,1326260,1416400,6.8,2,-12.8,-0.17,NORMAL
CLSX,2025-12-19,15.41,UP,single_day,1047920,1116600,6.6,3,-14.2,-10.82,NORMAL
AMDL,2026-01-07,-10.04,DOWN,2_day,8247660,8785900,6.5,3,180.7,-0.18,BUILDING_MOMENTUM
BOIL,2025-12-23,14.76,UP,single_day,10565900,11207000,6.1,2,36.9,-3.14,STEADY_INCREASE
CRWU,2025-12-12,-20.0,DOWN,single_day,1406140,1492100,6.1,3,-4.3,-0.47,NORMAL
XXRP,2025-12-18,-13.08,DOWN,2_day,1576440,1672800,6.1,2,47.1,-3.8,STEADY_INCREASE
MULL,2025-12-10,13.64,UP,2_day,240080,254600,6.0,2,-12.8,3.82,NORMAL
ARMG,2025-12-17,-10.69,DOWN,single_day,155980,165400,6.0,3,81.6,-7.7,BUILDING_MOMENTUM
BMNG,2025-12-23,-11.03,DOWN,2_day,6729560,7123600,5.9,3,52.6,-0.1,BUILDING_MOMENTUM
SMUP,2025-12-15,-10.88,DOWN,single_day,1283220,1358300,5.9,2,13.3,-7.52,NORMAL
AGQ,2026-01-06,13.49,UP,single_day,9098520,9624600,5.8,2,-14.3,2.56,NORMAL
ETU,2025-12-12,-16.66,DOWN,2_day,172900,182000,5.3,1,38.3,3.35,STEADY_INCREASE
SMUP,2025-12-12,-26.65,DOWN,single_day,1418160,1491300,5.2,1,-33.9,-0.58,NORMAL
PXIU,2025-12-17,-15.71,DOWN,single_day,160580,168700,5.1,1,-19.0,-8.03,NORMAL
QPUX,2025-12-24,-18.84,DOWN,2_day,252080,264600,5.0,1,36.9,7.76,STEADY_INCREASE
SMU,2025-12-15,-11.06,DOWN,single_day,1656520,1740100,5.0,2,29.8,-7.49,NORMAL
APLX,2025-12-12,-18.99,DOWN,single_day,199120,208900,4.9,1,-0.9,-0.72,NORMAL
UBRL,2026-01-07,13.69,UP,2_day,144880,151400,4.5,2,157.9,2.1,STEADY_INCREASE
MSTU,2025-12-18,-11.06,DOWN,2_day,11844220,12362800,4.4,2,19.4,-6.57,NORMAL
CRCG,2025-12-15,-19.4,DOWN,single_day,10988520,11471900,4.4,2,5.4,-0.08,NORMAL
MULL,2025-12-08,18.4,UP,2_day,250300,261100,4.3,2,3.5,-0.7,NORMAL
ORCX,2025-12-12,-29.27,DOWN,2_day,8814680,9168400,4.0,2,157.7,-4.2,STEADY_INCREASE
LABX,2025-12-19,24.92,UP,single_day,1007440,1046500,3.9,1,-55.3,-0.6,NORMAL
SLON,2025-12-19,16.22,UP,single_day,239160,248500,3.9,3,24.7,-5.71,BUILDING_MOMENTUM
SOFX,2025-12-19,15.26,UP,2_day,350820,364200,3.8,2,13.4,-1.71,NORMAL
APLX,2025-12-10,-12.47,DOWN,single_day,206040,213400,3.6,2,14.5,5.51,NORMAL
PXIU,2025-12-15,-19.88,DOWN,single_day,156700,161700,3.2,3,50.8,-6.87,BUILDING_MOMENTUM
RIOX,2025-12-17,-11.58,DOWN,2_day,381600,394000,3.2,2,-5.7,-7.18,NORMAL
ETHT,2025-12-15,-10.07,DOWN,single_day,1883480,1940300,3.0,2,8.0,-0.77,NORMAL
QPUX,2025-12-29,-15.52,DOWN,2_day,311460,320200,2.8,2,21.2,-1.57,NORMAL
OPEX,2025-12-08,-12.71,DOWN,2_day,201240,206900,2.8,2,40.2,0.4,STEADY_INCREASE
BEX,2025-12-12,-25.57,DOWN,single_day,763940,784300,2.7,2,17.1,-4.18,NORMAL
SLON,2025-12-05,-11.25,DOWN,single_day,226860,232600,2.5,1,-25.9,1.83,NORMAL
JOBX,2025-12-19,15.24,UP,2_day,120600,123300,2.2,1,-3.8,-3.42,NORMAL
CRCG,2025-12-10,10.53,UP,2_day,10744320,10971500,2.1,1,-18.1,1.5,NORMAL
ETU,2025-12-15,-18.4,DOWN,2_day,177300,181000,2.1,2,11.5,-0.87,NORMAL
HOOG,2025-12-12,-23.4,DOWN,2_day,284780,289800,1.8,2,41.3,-3.14,STEADY_INCREASE
RGTX,2025-12-15,-18.12,DOWN,single_day,2704460,2752400,1.8,2,1.3,-4.48,NORMAL
BOIL,2025-12-09,-10.75,DOWN,single_day,9995540,10170700,1.8,2,57.5,0.54,STEADY_INCREASE
FBL,2025-12-05,10.58,UP,2_day,1669860,1699400,1.8,3,110.0,1.08,BUILDING_MOMENTUM
TSLT,2025-12-29,-10.57,DOWN,2_day,2646340,2691600,1.7,1,-45.7,-0.65,NORMAL
HIMZ,2025-12-17,-10.41,DOWN,single_day,3439700,3499300,1.7,1,-36.0,-1.43,NORMAL
OKLL,2025-12-29,-17.45,DOWN,2_day,2510140,2551000,1.6,2,-40.4,-4.08,NORMAL
BOIL,2025-12-08,-16.16,DOWN,single_day,9882580,10017800,1.4,2,27.4,3.71,NORMAL
CWVX,2025-12-16,-22.34,DOWN,2_day,1930080,1952900,1.2,2,21.5,-10.81,NORMAL
NAIL,2026-01-12,21.67,UP,2_day,1968000,1990830,1.2,4,119.5,6.49,BUILDING_MOMENTUM
IRE,2025-12-29,-13.09,DOWN,2_day,12446040,12585500,1.1,2,-34.7,0.4,NORMAL
TEMT,2026-01-07,15.49,UP,2_day,548400,554200,1.1,3,107.1,7.22,BUILDING_MOMENTUM
ETHU,2025-12-12,-16.33,DOWN,2_day,7471700,7524500,0.7,1,16.1,3.36,NORMAL
RGTU,2026-01-02,12.5,UP,single_day,305520,307300,0.6,2,11.1,-4.92,NORMAL
MST,2025-12-18,-10.85,DOWN,2_day,312940,314700,0.6,2,100.8,-5.57,STEADY_INCREASE
CCUP,2025-12-16,19.06,UP,single_day,1355040,1362200,0.5,2,-2.1,-7.81,NORMAL
JOBX,2026-01-02,16.99,UP,single_day,134820,135200,0.3,2,1.5,-3.97,NORMAL
CRWU,2025-12-17,-14.46,DOWN,single_day,1511880,1515700,0.3,2,-11.2,-11.52,NORMAL
PLTU,2025-12-29,-10.3,DOWN,2_day,839900,842700,0.3,1,-47.0,-1.25,NORMAL
DJTU,2025-12-22,-20.7,DOWN,single_day,4256360,4254300,-0.0,1,1641.4,24.88,STEADY_INCREASE
XXRP,2025-12-19,11.13,UP,single_day,1638820,1639400,0.0,2,-6.8,-5.19,NORMAL
NVTX,2025-12-22,15.29,UP,2_day,104500,104400,-0.1,2,32.8,-0.86,STEADY_INCREASE
QBTX,2025-12-29,-10.29,DOWN,2_day,1732300,1728000,-0.2,3,15.5,-1.83,NORMAL
ASTX,2025-12-23,25.3,UP,2_day,1691160,1683800,-0.4,2,9.1,13.01,NORMAL
QUBX,2025-12-26,-13.39,DOWN,single_day,244600,243200,-0.6,1,-9.7,5.54,NORMAL
SMCL,2025-12-15,-15.61,DOWN,2_day,1715340,1703400,-0.7,2,-4.6,-4.46,NORMAL
QUBX,2025-12-15,-19.52,DOWN,single_day,227560,226000,-0.7,2,-9.8,-3.86,NORMAL
PLTU,2025-12-19,18.23,UP,2_day,1212120,1200800,-0.9,2,8.1,0.66,NORMAL
BAIG,2025-12-05,23.54,UP,2_day,466660,462400,-0.9,3,59.5,5.95,BUILDING_MOMENTUM
CRWG,2025-12-09,10.48,UP,single_day,15244120,15093000,-1.0,2,30.9,6.39,STEADY_INCREASE
BULG,2025-12-22,10.48,UP,2_day,324420,321300,-1.0,2,-22.2,-0.36,NORMAL
QPUX,2026-01-06,18.29,UP,2_day,334400,330800,-1.1,2,50.2,5.92,STEADY_INCREASE
IONX,2025-12-05,15.47,UP,2_day,1729960,1708800,-1.2,2,47.6,5.56,STEADY_INCREASE
NVTX,2025-12-10,-10.87,DOWN,2_day,118980,117500,-1.2,3,16.1,2.82,NORMAL
BAIG,2025-12-08,-13.52,DOWN,2_day,491820,485200,-1.3,2,41.3,6.71,STEADY_INCREASE
NBIG,2026-01-05,21.74,UP,2_day,378740,373700,-1.3,1,32.8,1.48,STEADY_INCREASE
SMU,2025-12-10,-11.59,DOWN,2_day,1592080,1570400,-1.4,2,-25.3,3.31,NORMAL
QPUX,2025-12-12,-10.66,DOWN,single_day,184420,181900,-1.4,1,-39.8,-0.05,NORMAL
XXRP,2026-01-08,-12.18,DOWN,2_day,2245360,2214900,-1.4,1,57.4,9.48,STEADY_INCREASE
LCDL,2025-12-23,-10.24,DOWN,single_day,174960,171900,-1.7,2,-4.3,3.3,NORMAL
BABX,2026-01-07,-12.01,DOWN,2_day,723360,709200,-2.0,3,218.1,1.23,BUILDING_MOMENTUM
HIMZ,2025-12-18,-11.57,DOWN,2_day,3043060,2981500,-2.0,2,-14.4,-3.89,NORMAL
BMNU,2025-12-10,26.22,UP,2_day,38684600,37871900,-2.1,1,-15.0,8.01,NORMAL
SLON,2025-12-15,-10.07,DOWN,single_day,241560,236200,-2.2,2,-27.5,-0.8,NORMAL
SLON,2025-12-22,10.89,UP,2_day,252800,246900,-2.3,2,91.6,0.86,STEADY_INCREASE
RGTX,2025-12-08,-12.31,DOWN,2_day,3559360,3476800,-2.3,2,140.7,9.72,STEADY_INCREASE
IONL,2025-12-05,15.53,UP,2_day,223860,218500,-2.4,3,64.1,5.47,BUILDING_MOMENTUM
IREX,2026-01-02,25.89,UP,single_day,1025520,999700,-2.5,3,46.9,-5.33,BUILDING_MOMENTUM
RKLX,2025-12-23,18.73,UP,2_day,3029220,2949900,-2.6,3,74.6,17.87,BUILDING_MOMENTUM
QBTX,2026-01-08,-12.61,DOWN,2_day,1796380,1746900,-2.8,1,-13.6,7.56,NORMAL
IREX,2025-12-22,10.2,UP,single_day,1778660,1728500,-2.8,1,-13.0,6.45,NORMAL
BMNU,2026-01-07,-12.46,DOWN,single_day,37000440,35960200,-2.8,2,69.7,8.22,STEADY_INCREASE
DJTU,2026-01-02,17.17,UP,2_day,2115280,2056300,-2.8,2,69.5,-3.95,STEADY_INCREASE
ASTX,2025-12-19,29.71,UP,single_day,1815580,1762200,-2.9,0,-36.7,-6.91,NORMAL
SMUP,2025-12-08,-11.7,DOWN,2_day,1438620,1395700,-3.0,2,141.8,8.65,STEADY_INCREASE
BTCL,2025-12-15,-10.12,DOWN,single_day,161660,156800,-3.0,3,31.4,-0.46,BUILDING_MOMENTUM
HOOX,2026-01-06,11.51,UP,2_day,220220,213300,-3.1,2,-24.2,2.34,NORMAL
IREX,2025-12-18,11.67,UP,single_day,1649120,1596800,-3.2,3,55.9,-12.49,BUILDING_MOMENTUM
NVTX,2025-12-29,-10.61,DOWN,2_day,73120,70800,-3.2,2,-35.9,-2.9,NORMAL
NVTX,2025-12-15,-14.81,DOWN,single_day,124540,120600,-3.2,1,-31.7,-5.5,NORMAL
OKLL,2025-12-19,14.23,UP,single_day,3111860,3007100,-3.4,1,-39.8,-5.79,NORMAL
MSTX,2025-12-18,-10.92,DOWN,2_day,41033680,39572700,-3.6,1,9.5,-6.53,NORMAL
IONX,2025-12-18,-13.12,DOWN,2_day,2041000,1964100,-3.8,2,43.7,-6.29,STEADY_INCREASE
LCDL,2026-01-02,10.12,UP,single_day,203740,196000,-3.8,3,98.8,-5.43,BUILDING_MOMENTUM
PXIU,2025-12-24,-10.88,DOWN,2_day,198100,190400,-3.9,3,79.1,-0.96,BUILDING_MOMENTUM
CRCG,2025-12-09,11.84,UP,single_day,10856780,10393400,-4.3,2,-23.4,4.25,NORMAL
MSOX,2026-01-08,12.9,UP,2_day,1381940,1322500,-4.3,1,8.6,-1.48,NORMAL
JOBX,2025-12-16,-11.06,DOWN,2_day,91940,87700,-4.6,3,116.6,-4.14,BUILDING_MOMENTUM
WULX,2025-12-15,-24.62,DOWN,single_day,262380,249900,-4.8,3,108.5,-1.85,BUILDING_MOMENTUM
IONL,2026-01-06,16.61,UP,2_day,278720,265300,-4.8,2,-14.4,3.6,NORMAL
PTIR,2025-12-29,-10.23,DOWN,2_day,1958460,1864400,-4.8,1,-58.5,-1.25,NORMAL
QBTX,2026-01-05,17.47,UP,single_day,1841340,1750300,-4.9,1,1.0,5.46,NORMAL
IREX,2025-12-23,10.29,UP,2_day,1747320,1657300,-5.2,1,-16.9,7.57,NORMAL
CRCA,2025-12-09,11.32,UP,single_day,11817040,11188100,-5.3,2,-19.5,4.27,NORMAL
APPX,2026-01-12,13.42,UP,2_day,649980,615207,-5.3,2,-33.8,1.13,NORMAL
DJTU,2026-01-09,11.65,UP,2_day,1110520,1047900,-5.6,1,-55.6,0.85,NORMAL
BMNG,2025-12-16,-20.9,DOWN,2_day,4503000,4247200,-5.7,3,-0.6,-11.18,NORMAL
BEX,2026-01-09,19.83,UP,single_day,846720,797900,-5.8,3,41.0,11.35,BUILDING_MOMENTUM
RGTX,2025-12-16,-15.42,DOWN,2_day,2559580,2410800,-5.8,3,12.2,-8.87,NORMAL
USD,2025-12-19,11.28,UP,2_day,856100,805000,-6.0,1,-29.2,-1.13,NORMAL
OPEX,2025-12-29,-14.8,DOWN,2_day,191960,180500,-6.0,2,-41.4,-2.72,NORMAL
MSTU,2025-12-16,-11.08,DOWN,2_day,11769580,11063800,-6.0,2,12.2,-7.61,NORMAL
