symbol,date,return,direction,move_type,avg_volume_5d,move_volume,volume_surge_pct,consecutive_increases,volume_trend_pct,avg_return_5d,volume_pattern
BMNU,2026-01-02,27.82,UP,single_day,26091960,49012400,87.8,1,12.6,-3.82,STRONG_SURGE
RIOX,2026-01-02,23.83,UP,single_day,545860,1022500,87.3,2,385.4,-5.96,STRONG_SURGE
IREX,2026-01-06,13.74,UP,2_day,1261500,2356600,86.8,3,-2.8,10.77,STRONG_SURGE
CIFU,2025-12-15,-28.03,DOWN,single_day,223460,415300,85.8,2,-1.0,-6.47,STRONG_SURGE
RGTX,2025-12-22,26.27,UP,single_day,2453320,4557700,85.8,1,-8.3,0.41,STRONG_SURGE
SMCL,2026-01-02,11.28,UP,single_day,3150620,5847900,85.6,3,131.6,-2.29,STRONG_SURGE
INTW,2026-01-02,13.4,UP,single_day,364880,676100,85.3,2,30.9,1.02,STRONG_SURGE
JNUG,2025-12-10,12.28,UP,2_day,216480,399800,84.7,2,45.3,0.95,STRONG_SURGE
CRDU,2026-01-07,11.68,UP,single_day,611960,1129800,84.6,2,316.9,-4.2,STRONG_SURGE
RKLX,2025-12-10,15.24,UP,single_day,1212420,2230900,84.0,2,-20.5,9.08,STRONG_SURGE
USD,2025-12-12,-10.82,DOWN,single_day,725940,1335500,84.0,3,24.1,0.52,STRONG_SURGE
PXIU,2025-12-23,-15.03,DOWN,single_day,159480,291000,82.5,3,32.7,-1.14,STRONG_SURGE
BMNG,2025-12-22,18.49,UP,2_day,5781380,10519400,82.0,2,25.6,1.23,STRONG_SURGE
TSLL,2025-12-15,12.78,UP,2_day,72010740,130674300,81.5,1,5.6,2.13,STRONG_SURGE
IREX,2025-12-15,-23.39,DOWN,single_day,1039220,1885200,81.4,3,41.4,-6.83,STRONG_SURGE
SOXL,2025-12-12,-14.51,DOWN,single_day,76372840,138088200,80.8,1,7.4,1.24,STRONG_SURGE
TEMT,2025-12-15,-13.72,DOWN,2_day,212320,383300,80.5,1,-19.0,-4.44,STRONG_SURGE
RKLX,2026-01-02,17.87,UP,single_day,1897240,3419500,80.2,2,15.2,-4.85,STRONG_SURGE
KORU,2025-12-29,13.24,UP,2_day,70300,126100,79.4,3,37.8,3.63,STRONG_SURGE
DFEN,2026-01-06,11.58,UP,2_day,201620,361200,79.1,2,107.3,3.24,STRONG_SURGE
IREX,2025-12-12,-17.07,DOWN,single_day,860180,1536800,78.7,2,60.2,-0.83,STRONG_SURGE
XXRP,2025-12-15,-11.82,DOWN,single_day,1297720,2318700,78.7,2,16.4,-2.17,STRONG_SURGE
QPUX,2025-12-22,28.93,UP,single_day,222880,396800,78.0,1,-30.5,2.38,STRONG_SURGE
LCDL,2025-12-09,-14.05,DOWN,2_day,157300,278800,77.2,3,30.7,-0.43,STRONG_SURGE
APLX,2025-12-17,-18.67,DOWN,single_day,282020,499100,77.0,2,106.1,-10.67,STRONG_SURGE
BOIL,2026-01-05,-11.06,DOWN,single_day,9297820,16460000,77.0,3,23.7,-3.61,STRONG_SURGE
AVGX,2025-12-08,10.39,UP,2_day,507280,897400,76.9,2,-18.1,0.47,STRONG_SURGE
CLSX,2026-01-02,28.07,UP,single_day,341080,601500,76.4,2,-25.9,-6.05,STRONG_SURGE
AVL,2025-12-15,-11.25,DOWN,single_day,1067800,1881300,76.2,3,403.0,-4.9,STRONG_SURGE
SOLT,2026-01-02,11.44,UP,single_day,6785440,11945600,76.0,2,0.4,0.8,STRONG_SURGE
CRWG,2026-01-05,14.02,UP,2_day,17375880,30346100,74.6,2,20.7,2.24,STRONG_SURGE
SMUP,2026-01-09,11.34,UP,2_day,3331500,5762900,73.0,2,-5.0,9.65,STRONG_SURGE
QPUX,2025-12-26,-15.45,DOWN,single_day,257880,445000,72.6,1,91.5,4.93,STRONG_SURGE
ROBN,2026-01-05,14.18,UP,single_day,474040,817800,72.5,3,37.9,-1.32,STRONG_SURGE
WULX,2026-01-05,13.12,UP,single_day,94240,162600,72.5,3,56.8,4.41,STRONG_SURGE
QBTX,2025-12-17,-12.97,DOWN,single_day,1131120,1948200,72.2,2,2.5,-2.41,STRONG_SURGE
MSTU,2026-01-09,-11.31,DOWN,single_day,16845760,28967900,72.0,3,62.8,3.0,STRONG_SURGE
LCDL,2025-12-08,-10.35,DOWN,single_day,159600,274000,71.7,2,-48.1,3.36,STRONG_SURGE
CRWU,2026-01-12,24.48,UP,single_day,2371840,4070181,71.6,3,-46.6,2.01,STRONG_SURGE
AVL,2025-12-08,10.75,UP,2_day,232460,398800,71.6,2,-32.5,0.57,STRONG_SURGE
CIFU,2026-01-05,24.2,UP,single_day,107120,183700,71.5,2,42.8,3.3,STRONG_SURGE
BITU,2025-12-15,-10.05,DOWN,single_day,3924220,6674300,70.1,3,4.1,-0.3,STRONG_SURGE
CLSX,2026-01-05,12.91,UP,single_day,390220,663600,70.1,2,3.7,3.31,STRONG_SURGE
APLX,2025-12-18,17.45,UP,single_day,339160,575900,69.8,3,165.7,-15.49,STRONG_SURGE
SOLT,2025-12-18,-17.1,DOWN,2_day,11714140,19879900,69.7,2,47.4,-4.89,STRONG_SURGE
SOFX,2026-01-05,13.15,UP,single_day,374820,635900,69.7,2,197.7,0.71,STRONG_SURGE
BAIG,2026-01-02,15.52,UP,single_day,254820,432500,69.7,4,76.9,-5.6,STRONG_SURGE
RDTL,2025-12-05,11.61,UP,2_day,442460,749400,69.4,2,-46.4,1.35,STRONG_SURGE
XXRP,2026-01-06,27.58,UP,2_day,1775740,2991500,68.5,3,87.5,12.13,STRONG_SURGE
SMCL,2025-12-22,11.02,UP,2_day,1702660,2867400,68.4,2,40.2,-0.33,STRONG_SURGE
LCDL,2026-01-07,-10.2,DOWN,single_day,209600,352300,68.1,2,-30.2,3.08,STRONG_SURGE
SMU,2026-01-02,29.91,UP,single_day,1337960,2246900,67.9,2,6.0,-6.18,STRONG_SURGE
OPEX,2026-01-08,-16.39,DOWN,2_day,369120,619200,67.8,4,244.6,2.79,STRONG_SURGE
APLX,2025-12-19,33.11,UP,single_day,428100,717700,67.6,3,42.0,-6.38,STRONG_SURGE
CLSX,2025-12-12,-10.09,DOWN,single_day,525280,880400,67.6,3,-4.9,3.9,STRONG_SURGE
MULL,2026-01-02,20.79,UP,single_day,224160,375500,67.5,3,51.8,-0.26,STRONG_SURGE
TSLT,2025-12-15,12.66,UP,2_day,2817720,4719000,67.5,2,15.9,2.1,STRONG_SURGE
OKLL,2026-01-02,16.4,UP,single_day,1796220,3007400,67.4,2,1.6,-6.15,STRONG_SURGE
OKLL,2025-12-12,-29.87,DOWN,single_day,3038020,5076200,67.1,1,-25.3,-0.91,STRONG_SURGE
KORU,2026-01-02,14.84,UP,single_day,105580,176300,67.0,3,29.6,2.09,STRONG_SURGE
IONX,2025-12-15,-17.02,DOWN,single_day,1529400,2554800,67.0,2,4.3,-3.85,STRONG_SURGE
OPEX,2026-01-05,16.45,UP,2_day,180920,301900,66.9,2,-13.7,0.21,STRONG_SURGE
ASTX,2025-12-12,-18.94,DOWN,single_day,1451460,2408100,65.9,1,-16.2,7.1,STRONG_SURGE
PXIU,2026-01-06,37.43,UP,2_day,315480,522000,65.5,3,120.3,13.04,STRONG_SURGE
SMU,2025-12-12,-26.35,DOWN,single_day,1456760,2394500,64.4,2,-3.1,-0.46,STRONG_SURGE
CWVX,2025-12-19,44.93,UP,single_day,2174520,3575200,64.4,1,-6.2,-7.06,STRONG_SURGE
PXIU,2026-01-02,27.61,UP,single_day,181980,298300,63.9,2,18.0,-6.03,STRONG_SURGE
CWVX,2026-01-05,14.04,UP,2_day,1168620,1914000,63.8,2,27.3,2.18,STRONG_SURGE
RKLX,2025-12-11,20.64,UP,single_day,1469840,2406000,63.7,2,1.9,7.78,STRONG_SURGE
NEBX,2025-12-15,-14.89,DOWN,single_day,768580,1249600,62.6,2,21.5,-6.66,STRONG_SURGE
ASTX,2026-01-05,17.41,UP,single_day,2080380,3377900,62.4,2,28.0,7.85,STRONG_SURGE
LCDL,2025-12-29,-11.48,DOWN,2_day,154600,251100,62.4,2,-17.4,-1.72,STRONG_SURGE
ARMG,2025-12-16,-14.86,DOWN,2_day,134040,217100,62.0,2,88.4,-6.57,STRONG_SURGE
TEMT,2025-12-17,-10.14,DOWN,single_day,227200,367100,61.6,2,20.1,-4.84,STRONG_SURGE
INTW,2026-01-09,21.28,UP,single_day,989940,1600100,61.6,2,46.1,2.3,STRONG_SURGE
IREX,2026-01-05,25.67,UP,single_day,1102360,1780500,61.5,3,-26.2,3.18,STRONG_SURGE
UXRP,2025-12-05,-16.11,DOWN,2_day,304220,489800,61.0,2,-28.0,-1.39,STRONG_SURGE
JOBX,2025-12-17,-11.92,DOWN,single_day,101300,162800,60.7,2,29.7,-3.27,STRONG_SURGE
SMU,2025-12-29,-19.08,DOWN,2_day,1327400,2133200,60.7,2,-16.3,-3.87,STRONG_SURGE
ASMG,2026-01-06,13.5,UP,2_day,125400,201000,60.3,3,256.4,7.3,STRONG_SURGE
NEBX,2026-01-02,15.28,UP,single_day,463260,742200,60.2,3,24.3,-4.41,STRONG_SURGE
IREX,2026-01-12,18.31,UP,single_day,1846040,2954457,60.0,3,-17.9,-2.17,STRONG_SURGE
NBIG,2025-12-15,-14.73,DOWN,single_day,275440,440700,60.0,2,17.0,-6.58,STRONG_SURGE
CRCG,2025-12-12,-11.28,DOWN,single_day,9587980,15322800,59.8,2,-0.4,1.79,STRONG_SURGE
PXIU,2025-12-10,-11.28,DOWN,single_day,128080,204500,59.7,2,36.4,-6.19,STRONG_SURGE
FIGG,2025-12-15,-18.24,DOWN,2_day,279260,445800,59.6,3,-0.4,-2.05,STRONG_SURGE
MST,2026-01-05,15.38,UP,2_day,266480,424100,59.1,2,32.8,-0.21,STRONG_SURGE
BULG,2025-12-09,10.22,UP,single_day,268860,427600,59.0,1,8.8,3.89,STRONG_SURGE
SMU,2025-12-26,-15.05,DOWN,single_day,1190060,1890700,58.9,2,-14.1,0.88,STRONG_SURGE
GUSH,2025-12-16,-10.21,DOWN,2_day,997720,1583800,58.7,2,35.7,-1.76,STRONG_SURGE
RKLX,2025-12-19,35.14,UP,single_day,2559880,4062200,58.7,1,-19.5,-0.73,STRONG_SURGE
SOLT,2026-01-06,11.67,UP,2_day,8883660,14060300,58.3,3,77.8,5.75,STRONG_SURGE
QBTX,2026-01-02,15.57,UP,single_day,1616920,2558700,58.2,1,-6.8,-2.42,STRONG_SURGE
AVGG,2025-12-15,-11.13,DOWN,single_day,486300,767600,57.8,3,310.1,-5.09,STRONG_SURGE
BULG,2025-12-12,-12.09,DOWN,single_day,282600,445000,57.5,1,72.5,1.28,STRONG_SURGE
CRCA,2025-12-16,18.83,UP,single_day,9545980,14998000,57.1,2,4.5,-7.85,STRONG_SURGE
CRWG,2025-12-17,-14.53,DOWN,single_day,17396860,27301500,56.9,3,4.5,-11.49,STRONG_SURGE
XRPT,2025-12-15,-11.76,DOWN,single_day,2099100,3279600,56.2,2,13.5,-2.17,STRONG_SURGE
BMNG,2026-01-07,-12.53,DOWN,single_day,7789420,12057300,54.8,4,230.5,8.24,STRONG_SURGE
QBTX,2025-12-22,39.25,UP,single_day,1303620,2012800,54.4,1,49.7,6.82,STRONG_SURGE
BMNU,2025-12-15,-22.41,DOWN,single_day,36180000,55864700,54.4,2,3.7,-0.94,STRONG_SURGE
ORCX,2026-01-12,16.41,UP,2_day,3535520,5456073,54.3,2,-22.1,1.64,STRONG_SURGE
NEBX,2025-12-17,-13.5,DOWN,single_day,975360,1499100,53.7,1,15.7,-7.27,STRONG_SURGE
QUBX,2026-01-06,19.8,UP,2_day,228660,350300,53.2,3,90.7,6.38,STRONG_SURGE
IREX,2025-12-16,-19.01,DOWN,2_day,1291800,1973800,52.8,3,38.0,-13.22,STRONG_SURGE
SOXL,2026-01-05,17.11,UP,2_day,62158080,94987500,52.8,3,57.0,1.85,STRONG_SURGE
CRWG,2025-12-19,45.22,UP,single_day,19723520,30082900,52.5,2,25.9,-7.05,STRONG_SURGE
MSTU,2025-12-15,-16.15,DOWN,single_day,10320120,15690100,52.0,2,5.8,-2.01,STRONG_SURGE
APLX,2026-01-05,14.64,UP,single_day,374400,568800,51.9,2,84.2,8.39,STRONG_SURGE
SLON,2026-01-02,11.23,UP,single_day,131080,198800,51.7,2,24.1,0.93,STRONG_SURGE
SOLT,2025-12-15,-10.03,DOWN,single_day,10143800,15369600,51.5,1,1.4,-0.86,STRONG_SURGE
BMNG,2025-12-15,-22.88,DOWN,single_day,3821600,5778500,51.2,3,20.0,-0.86,STRONG_SURGE
ARMG,2025-12-12,-14.82,DOWN,2_day,117360,177300,51.1,2,-21.8,-1.78,STRONG_SURGE
IRE,2026-01-05,25.74,UP,single_day,12092700,18234800,50.8,3,3.2,3.1,STRONG_SURGE
PXIU,2025-12-22,12.21,UP,2_day,147420,222000,50.6,2,22.6,1.09,STRONG_SURGE
BABX,2026-01-08,10.42,UP,single_day,806660,1213700,50.5,2,1.7,0.18,STRONG_SURGE
RKLX,2026-01-06,19.91,UP,single_day,2445780,3680000,50.5,2,5.2,5.57,STRONG_SURGE
ETU,2026-01-05,19.47,UP,2_day,114840,172600,50.3,2,-55.4,3.03,STRONG_SURGE
TSLT,2025-12-16,13.49,UP,2_day,3156880,4728900,49.8,3,38.6,3.26,BUILDING_MOMENTUM
NVDX,2025-12-19,11.93,UP,2_day,9755700,14600100,49.7,3,0.8,-0.33,NORMAL
HIMZ,2026-01-05,14.16,UP,2_day,2833280,4234000,49.4,2,23.8,-1.42,NORMAL
EDC,2026-01-05,11.6,UP,2_day,87060,130000,49.3,2,-17.8,1.9,NORMAL
APLX,2025-12-16,10.77,UP,single_day,255840,381500,49.1,2,17.1,-16.47,NORMAL
RGTU,2025-12-08,-12.1,DOWN,2_day,396840,591100,49.0,1,131.6,9.01,STEADY_INCREASE
RKLX,2025-12-22,19.92,UP,single_day,2745060,4084500,48.8,2,11.2,13.02,NORMAL
CCUP,2026-01-02,10.6,UP,single_day,556640,827000,48.6,2,9.9,-2.02,NORMAL
MSTU,2026-01-05,16.97,UP,2_day,9105180,13510200,48.4,2,-1.4,-0.64,NORMAL
AGQ,2025-12-23,12.66,UP,2_day,3776300,5596200,48.2,2,12.5,3.92,NORMAL
IREX,2026-01-09,11.05,UP,2_day,1578240,2338700,48.2,3,22.6,3.79,BUILDING_MOMENTUM
BEX,2025-12-18,-18.1,DOWN,2_day,814640,1203800,47.8,3,25.8,-16.4,BUILDING_MOMENTUM
NVTX,2026-01-07,29.39,UP,2_day,164840,243300,47.6,3,263.3,18.24,BUILDING_MOMENTUM
JOBX,2026-01-06,27.52,UP,2_day,180360,266000,47.5,2,34.1,8.73,STEADY_INCREASE
LCDL,2025-12-22,14.89,UP,2_day,159720,235500,47.4,2,-31.5,-0.01,NORMAL
QUBX,2025-12-05,-10.66,DOWN,single_day,270752,398900,47.3,3,37.2,7.93,BUILDING_MOMENTUM
PXIU,2025-12-19,22.09,UP,single_day,141820,208800,47.2,1,-28.6,-9.4,NORMAL
IRE,2026-01-12,18.54,UP,single_day,16271660,23953615,47.2,2,-17.9,-2.2,NORMAL
IONL,2025-12-26,-15.9,DOWN,single_day,264100,388400,47.1,1,12.3,3.87,NORMAL
SLON,2026-01-05,10.22,UP,single_day,158080,232600,47.1,2,15.7,3.66,NORMAL
MULL,2026-01-06,20.03,UP,single_day,295060,433300,46.9,2,22.8,3.15,NORMAL
SLON,2026-01-06,11.57,UP,2_day,171540,252000,46.9,3,25.8,5.87,BUILDING_MOMENTUM
ARMG,2025-12-15,-10.25,DOWN,single_day,120180,176100,46.5,3,20.4,-3.19,BUILDING_MOMENTUM
JOBX,2025-12-22,13.73,UP,2_day,118420,173100,46.2,2,30.4,0.26,STEADY_INCREASE
CRCA,2025-12-15,-19.1,DOWN,single_day,9042820,13213000,46.1,2,-28.9,-0.25,NORMAL
NVTX,2025-12-18,-11.36,DOWN,2_day,98840,143900,45.6,2,0.1,-10.59,NORMAL
ASTX,2025-12-15,-23.45,DOWN,single_day,1545500,2248900,45.5,2,68.9,2.28,STEADY_INCREASE
QBTX,2025-12-05,-10.8,DOWN,single_day,787000,1144000,45.4,4,164.4,12.5,BUILDING_MOMENTUM
IONX,2025-12-22,21.97,UP,single_day,2100980,3049400,45.1,1,-9.4,2.72,NORMAL
CONL,2026-01-06,11.51,UP,2_day,5012160,7256300,44.8,2,51.9,4.45,STEADY_INCREASE
SMUP,2026-01-02,29.15,UP,single_day,1625120,2349200,44.6,1,-44.4,-5.85,NORMAL
SMUP,2025-12-26,-14.64,DOWN,single_day,1472440,2127000,44.5,3,57.9,0.64,BUILDING_MOMENTUM
SOLT,2026-01-05,10.13,UP,single_day,8371760,12085600,44.4,2,10.1,3.62,NORMAL
MSTX,2026-01-05,16.36,UP,2_day,35494280,51269900,44.4,3,28.8,-0.62,BUILDING_MOMENTUM
JNUG,2025-12-29,-12.59,DOWN,single_day,293280,422200,44.0,3,-4.1,2.71,NORMAL
SOLT,2025-12-09,11.19,UP,2_day,9276340,13350200,43.9,1,-20.6,-1.72,NORMAL
QUBX,2026-01-02,14.31,UP,single_day,153580,220700,43.7,2,-18.8,-5.36,NORMAL
ETHU,2026-01-05,18.98,UP,2_day,5206280,7476200,43.6,2,6.0,3.2,NORMAL
BOIL,2025-12-18,-10.58,DOWN,single_day,9405800,13481700,43.3,1,-16.9,-2.79,NORMAL
SMCX,2026-01-02,11.32,UP,single_day,1950500,2790800,43.1,2,84.3,-2.31,STEADY_INCREASE
DFEN,2025-12-22,16.13,UP,2_day,191500,273300,42.7,3,21.9,1.53,BUILDING_MOMENTUM
IONL,2025-12-17,-15.13,DOWN,single_day,264160,376200,42.4,1,1.9,-1.78,NORMAL
UXRP,2025-12-19,11.26,UP,single_day,423620,602100,42.1,3,-9.2,-5.21,NORMAL
MULL,2025-12-12,-13.37,DOWN,single_day,244340,346900,42.0,3,-4.5,4.39,NORMAL
MSOX,2026-01-12,12.19,UP,single_day,1350940,1915826,41.8,1,-34.3,1.18,NORMAL
ETU,2025-12-09,12.18,UP,single_day,148700,210500,41.6,2,-13.5,2.62,NORMAL
QBTX,2025-12-23,-18.95,DOWN,single_day,1502940,2121400,41.2,2,3.7,12.83,NORMAL
AGQ,2025-12-10,12.96,UP,2_day,3477220,4905600,41.1,2,-8.4,2.04,NORMAL
SMCX,2025-12-12,-14.64,DOWN,2_day,2036600,2866800,40.8,2,-16.2,-1.08,NORMAL
ASTX,2026-01-07,-24.24,DOWN,single_day,2646240,3720000,40.6,2,53.9,13.97,STEADY_INCREASE
OKLL,2025-12-05,-12.71,DOWN,single_day,2661980,3740900,40.5,2,107.5,10.49,STEADY_INCREASE
QUBX,2025-12-22,24.66,UP,single_day,272920,383000,40.3,1,57.8,0.38,STEADY_INCREASE
NAIL,2025-12-09,-10.76,DOWN,2_day,1034780,1448400,40.0,3,25.8,-2.08,BUILDING_MOMENTUM
QPUX,2025-12-05,-10.23,DOWN,single_day,205300,287400,40.0,3,60.7,8.48,BUILDING_MOMENTUM
XRPT,2025-12-18,-12.95,DOWN,2_day,2312100,3232200,39.8,2,32.6,-3.7,STEADY_INCREASE
BEX,2025-12-17,-24.06,DOWN,single_day,863240,1204900,39.6,2,-28.0,-6.57,NORMAL
NUGT,2025-12-10,10.34,UP,2_day,601180,836400,39.1,2,24.9,0.55,NORMAL
BMNG,2025-12-18,-18.68,DOWN,2_day,4741440,6589400,39.0,3,38.7,-12.94,BUILDING_MOMENTUM
SMCL,2025-12-17,-11.12,DOWN,single_day,1558500,2165000,38.9,2,-15.2,-4.93,NORMAL
PXIU,2025-12-05,-11.92,DOWN,single_day,136980,190000,38.7,2,40.8,1.09,STEADY_INCREASE
IONL,2025-12-15,-17.4,DOWN,single_day,223260,309400,38.6,1,21.2,-3.74,NORMAL
IONX,2025-12-17,-15.1,DOWN,single_day,1823560,2516900,38.0,2,29.9,-1.83,NORMAL
RKLX,2025-12-08,10.19,UP,single_day,1041120,1434000,37.7,2,89.5,9.98,STEADY_INCREASE
BABX,2026-01-05,13.18,UP,2_day,600980,827500,37.7,2,12.9,1.19,NORMAL
BULG,2025-12-16,-13.32,DOWN,2_day,347140,477100,37.4,1,-11.2,-8.5,NORMAL
UXRP,2025-12-18,-12.17,DOWN,2_day,387160,530900,37.1,2,40.4,-3.78,STEADY_INCREASE
ETU,2025-12-10,14.16,UP,2_day,152960,208200,36.1,3,20.0,3.03,BUILDING_MOMENTUM
UVIX,2025-12-11,-10.69,DOWN,2_day,19289780,26038700,35.0,2,1.6,-1.81,NORMAL
NEBX,2026-01-12,19.02,UP,single_day,921560,1242963,34.9,3,-16.0,2.79,NORMAL
ASTX,2025-12-22,28.15,UP,single_day,1686400,2272700,34.8,1,-21.9,6.39,NORMAL
IRE,2026-01-06,13.94,UP,2_day,13510600,18218100,34.8,2,57.4,10.86,STEADY_INCREASE
BAIG,2025-12-19,21.4,UP,single_day,412340,555400,34.7,2,-27.3,-6.08,NORMAL
KORU,2025-12-12,-12.21,DOWN,2_day,64100,86300,34.6,2,-29.2,0.58,NORMAL
TSLL,2025-12-16,13.56,UP,2_day,82824360,111483800,34.6,2,55.1,3.31,STEADY_INCREASE
JOBX,2025-12-15,-17.73,DOWN,2_day,83780,112600,34.4,3,81.1,-1.91,BUILDING_MOMENTUM
BMNG,2025-12-09,18.39,UP,single_day,3317660,4454500,34.3,1,-24.8,6.06,NORMAL
OKLL,2025-12-22,14.28,UP,2_day,2698040,3622000,34.2,2,3.7,0.87,NORMAL
FIGG,2025-12-12,-13.43,DOWN,single_day,279860,375700,34.2,3,-48.4,0.97,NORMAL
BMNG,2025-12-12,-18.02,DOWN,single_day,3450020,4625600,34.1,2,57.1,6.23,STEADY_INCREASE
BMNG,2025-12-17,-13.44,DOWN,single_day,4461540,5984100,34.1,2,27.6,-12.02,NORMAL
MSTW,2025-12-15,-14.05,DOWN,2_day,321440,430700,34.0,3,-14.2,-1.15,NORMAL
CWVX,2026-01-12,24.33,UP,single_day,2042260,2733966,33.9,2,-13.3,2.05,NORMAL
RGTU,2025-12-23,-13.46,DOWN,single_day,404120,540400,33.7,3,49.3,6.34,BUILDING_MOMENTUM
BITX,2025-12-15,-10.09,DOWN,single_day,10277160,13734000,33.6,2,14.6,-0.3,NORMAL
AMDL,2025-12-17,-10.42,DOWN,single_day,6877160,9190300,33.6,3,-7.9,-2.86,NORMAL
RKLX,2025-12-15,-19.87,DOWN,single_day,1996900,2663700,33.4,3,134.3,9.05,BUILDING_MOMENTUM
BTCL,2026-01-05,10.24,UP,single_day,121120,161500,33.3,4,43.4,1.17,BUILDING_MOMENTUM
RGTX,2026-01-05,11.39,UP,single_day,2845580,3779100,32.8,2,-37.2,2.56,NORMAL
IONX,2025-12-29,-18.42,DOWN,2_day,2505440,3323200,32.6,2,14.1,-2.16,NORMAL
CRDU,2025-12-11,-18.35,DOWN,2_day,441300,583700,32.3,3,80.9,-6.55,BUILDING_MOMENTUM
BITX,2026-01-05,15.54,UP,2_day,8427960,11127300,32.0,2,31.8,1.23,STEADY_INCREASE
CWVX,2025-12-12,-20.36,DOWN,single_day,1791420,2365500,32.0,2,-10.5,-0.43,NORMAL
BMNG,2025-12-10,25.42,UP,2_day,3486840,4584600,31.5,1,-18.4,8.07,NORMAL
AMDL,2025-12-19,12.47,UP,single_day,6919480,9084900,31.3,2,1.1,-2.34,NORMAL
ETU,2025-12-18,-11.29,DOWN,2_day,193220,253600,31.2,2,19.2,-6.54,NORMAL
MSTU,2026-01-08,10.61,UP,2_day,14564360,19033800,30.7,4,94.5,3.25,BUILDING_MOMENTUM
INTW,2025-12-05,-11.34,DOWN,2_day,742780,970200,30.6,2,64.8,0.28,STEADY_INCREASE
HOOX,2026-01-05,14.23,UP,single_day,192060,250400,30.4,1,159.1,-1.57,STEADY_INCREASE
JNUG,2025-12-22,14.91,UP,2_day,247080,322000,30.3,3,13.9,2.19,NORMAL
BITU,2026-01-05,15.57,UP,2_day,4749220,6188600,30.3,2,24.1,1.25,NORMAL
HIMZ,2025-12-10,-10.12,DOWN,single_day,4208440,5482500,30.3,2,-37.0,3.69,NORMAL
PLTG,2025-12-19,18.26,UP,2_day,115660,150600,30.2,2,46.1,0.7,STEADY_INCREASE
ROBN,2026-01-06,11.28,UP,2_day,556360,724200,30.2,4,85.5,2.55,BUILDING_MOMENTUM
NVOX,2025-12-24,18.3,UP,2_day,1104920,1437300,30.1,3,193.5,3.94,BUILDING_MOMENTUM
APPX,2025-12-09,10.2,UP,single_day,583300,758800,30.1,1,-21.0,2.74,NORMAL
MSTX,2026-01-08,10.65,UP,2_day,51466660,66977800,30.1,4,39.9,3.08,BUILDING_MOMENTUM
BMNU,2025-12-17,-13.05,DOWN,single_day,40693520,52809300,29.8,2,32.7,-12.23,STEADY_INCREASE
QPUX,2025-12-23,-12.31,DOWN,single_day,227340,295000,29.8,2,19.6,7.34,NORMAL
CRDU,2025-12-12,-13.72,DOWN,single_day,475120,616300,29.7,3,161.4,-6.42,BUILDING_MOMENTUM
IREX,2025-12-17,-15.2,DOWN,single_day,1478120,1916300,29.6,3,80.3,-8.67,BUILDING_MOMENTUM
ROBN,2025-12-12,-23.42,DOWN,2_day,972080,1259300,29.5,2,40.8,-3.22,STEADY_INCREASE
QBTX,2025-12-12,-13.51,DOWN,single_day,1096100,1418200,29.4,3,-22.8,1.47,NORMAL
CRDU,2026-01-09,12.66,UP,single_day,894620,1157200,29.4,2,9.3,-0.51,NORMAL
NEBX,2025-12-16,-15.66,DOWN,2_day,888980,1145500,28.9,2,12.5,-8.36,NORMAL
KORU,2026-01-05,23.84,UP,2_day,124740,160700,28.8,3,18.2,4.83,NORMAL
SOXL,2025-12-17,-11.06,DOWN,single_day,98017920,126113900,28.7,2,15.6,-4.8,NORMAL
LABU,2025-12-22,15.98,UP,2_day,529800,681700,28.7,2,4.1,0.4,NORMAL
CWVX,2025-12-17,-14.27,DOWN,single_day,1968940,2522700,28.1,2,27.7,-11.46,NORMAL
SMCL,2025-12-19,11.45,UP,single_day,1613500,2065200,28.0,2,-4.8,-4.79,NORMAL
CRWU,2025-12-05,22.31,UP,2_day,980120,1251900,27.7,3,43.9,8.13,BUILDING_MOMENTUM
KORU,2026-01-06,16.66,UP,2_day,137120,174800,27.5,2,66.2,4.54,STEADY_INCREASE
RGTU,2025-12-10,-14.45,DOWN,single_day,513940,654000,27.3,1,22.6,4.55,NORMAL
SMCX,2025-12-22,11.28,UP,2_day,2159960,2746000,27.1,2,57.2,-0.33,STEADY_INCREASE
CCUP,2025-12-22,14.38,UP,2_day,1253120,1590500,26.9,0,-16.3,6.82,NORMAL
XRPT,2026-01-08,-11.84,DOWN,2_day,3652980,4631100,26.8,3,116.4,9.61,BUILDING_MOMENTUM
BMNU,2026-01-05,14.08,UP,single_day,32562600,41302500,26.8,1,9.5,5.06,NORMAL
RDTL,2026-01-05,12.49,UP,2_day,167580,212400,26.7,2,-1.7,3.38,NORMAL
ASTX,2026-01-02,29.55,UP,single_day,2241420,2838900,26.7,1,-29.3,-3.56,NORMAL
SOXL,2026-01-06,14.33,UP,2_day,73554300,92678600,26.0,2,90.6,3.12,STEADY_INCREASE
IRE,2025-12-16,-18.82,DOWN,2_day,17733300,22334200,25.9,3,101.9,-13.32,BUILDING_MOMENTUM
ASTX,2026-01-06,14.49,UP,single_day,2396580,3014500,25.8,3,10.9,12.59,NORMAL
IREX,2025-12-29,-12.45,DOWN,2_day,1301460,1632000,25.4,2,-33.2,0.45,NORMAL
HOOG,2026-01-05,13.82,UP,single_day,243400,305200,25.4,2,2.8,-1.41,NORMAL
BOIL,2025-12-31,-11.69,DOWN,single_day,8648300,10826900,25.2,3,5.3,0.88,NORMAL
